"species","organ","metabolite","concentration_ppm","stError_ppm"
"leonardii","stems","wogonin",1.76921806506176,0.125245509173537
"leonardii","stems","wogonoside",0.238653193032453,0.119720937438489
"racemosa_071119","leaves","acteoside",0,NA
"racemosa_071119","leaves","apigenin",0,NA
"racemosa_071119","leaves","apigeninG",0,NA
"racemosa_071119","leaves","baicalein",0.0207749832004287,NA
"racemosa_071119","leaves","baicalin",0.138258854045298,NA
"racemosa_071119","leaves","chrysin",0.571156197853932,NA
"racemosa_071119","leaves","chrysinG",0,NA
"racemosa_071119","leaves","hispidulin",1.23888498381202,NA
"racemosa_071119","leaves","hispidulinG",0,NA
"racemosa_071119","leaves","isoscutellarin",0,NA
"racemosa_071119","leaves","oroxylinA",45.3925502869001,NA
"racemosa_071119","leaves","oroxyloside",0.668039490640595,NA
"racemosa_071119","leaves","scutellarein",0.0774176494886009,NA
"racemosa_071119","leaves","scutellarin",0,NA
"racemosa_071119","leaves","wogonin",0.47080307812296,NA
"racemosa_071119","leaves","wogonoside",0,NA
"racemosa_071119","roots","acteoside",0,NA
"racemosa_071119","roots","apigenin",0,NA
"racemosa_071119","roots","apigeninG",0,NA
"racemosa_071119","roots","baicalein",0.405875470513168,NA
"racemosa_071119","roots","baicalin",6.20510787507043,NA
"racemosa_071119","roots","chrysin",0,NA
"racemosa_071119","roots","chrysinG",0,NA
"racemosa_071119","roots","hispidulin",0,NA
"racemosa_071119","roots","hispidulinG",0,NA
"racemosa_071119","roots","isoscutellarin",0,NA
"racemosa_071119","roots","oroxylinA",1.13383694705881,NA
"racemosa_071119","roots","oroxyloside",0,NA
"racemosa_071119","roots","scutellarein",0,NA
"racemosa_071119","roots","scutellarin",0,NA
"racemosa_071119","roots","wogonin",3.4499495909827,NA
"racemosa_071119","roots","wogonoside",3.16580828272292,NA
"racemosa_071119","stems","acteoside",1.66282079533829,NA
"racemosa_071119","stems","apigenin",0,NA
"racemosa_071119","stems","apigeninG",0,NA
"racemosa_071119","stems","baicalein",0.271070387829236,NA
"racemosa_071119","stems","baicalin",0.744072535971636,NA
"racemosa_071119","stems","chrysin",0,NA
"racemosa_071119","stems","chrysinG",0,NA
"racemosa_071119","stems","hispidulin",2.70070727618349,NA
"racemosa_071119","stems","hispidulinG",0.232596686487928,NA
"racemosa_071119","stems","isoscutellarin",0,NA
"racemosa_071119","stems","oroxylinA",29.0378615576322,NA
"racemosa_071119","stems","oroxyloside",2.00428228739276,NA
"racemosa_071119","stems","scutellarein",0,NA
"racemosa_071119","stems","scutellarin",0,NA
"racemosa_071119","stems","wogonin",2.30332042263287,NA
"racemosa_071119","stems","wogonoside",0,NA
"racemosa_MS","leaves","acteoside",0,NA
"racemosa_MS","leaves","apigenin",0,NA
"racemosa_MS","leaves","apigeninG",0.702994721900348,NA
"racemosa_MS","leaves","baicalein",0.120070110573724,NA
"racemosa_MS","leaves","baicalin",38.6056599632567,NA
"racemosa_MS","leaves","chrysin",0.833978905239502,NA
"racemosa_MS","leaves","chrysinG",0,NA
"racemosa_MS","leaves","hispidulin",4.93524607233716,NA
"racemosa_MS","leaves","hispidulinG",0,NA
"racemosa_MS","leaves","isoscutellarin",0,NA
"racemosa_MS","leaves","oroxylinA",73.7367537946168,NA
"racemosa_MS","leaves","oroxyloside",101.083646889579,NA
"racemosa_MS","leaves","scutellarein",0,NA
"racemosa_MS","leaves","scutellarin",0,NA
"racemosa_MS","leaves","wogonin",0.489773635041609,NA
"racemosa_MS","leaves","wogonoside",0,NA
"racemosa_MS","roots","acteoside",3.42192854342195,NA
"racemosa_MS","roots","apigenin",0,NA
"racemosa_MS","roots","apigeninG",0,NA
"racemosa_MS","roots","baicalein",0.173965594147999,NA
"racemosa_MS","roots","baicalin",10.5153749988552,NA
"racemosa_MS","roots","chrysin",0,NA
"racemosa_MS","roots","chrysinG",0,NA
"racemosa_MS","roots","hispidulin",0,NA
"racemosa_MS","roots","hispidulinG",0,NA
"racemosa_MS","roots","isoscutellarin",0,NA
"racemosa_MS","roots","oroxylinA",0.584427334057786,NA
"racemosa_MS","roots","oroxyloside",1.2160022410557,NA
"racemosa_MS","roots","scutellarein",0,NA
"racemosa_MS","roots","scutellarin",1.01035169311143,NA
"racemosa_MS","roots","wogonin",4.78980926308162,NA
"racemosa_MS","roots","wogonoside",3.45975731424284,NA
"racemosa_MS","stems","acteoside",0,NA
"racemosa_MS","stems","apigenin",0,NA
"racemosa_MS","stems","apigeninG",0.0898504038775801,NA
"racemosa_MS","stems","baicalein",0.346404592086382,NA
"racemosa_MS","stems","baicalin",2.78676818961988,NA
"racemosa_MS","stems","chrysin",0.266126575485954,NA
"racemosa_MS","stems","chrysinG",0,NA
"racemosa_MS","stems","hispidulin",2.70734890404524,NA
"racemosa_MS","stems","hispidulinG",0,NA
"racemosa_MS","stems","isoscutellarin",0,NA
"racemosa_MS","stems","oroxylinA",30.2288941157504,NA
"racemosa_MS","stems","oroxyloside",9.86726107877527,NA
"racemosa_MS","stems","scutellarein",0.336328927708236,NA
"racemosa_MS","stems","scutellarin",0,NA
"racemosa_MS","stems","wogonin",2.40227494926258,NA
"racemosa_MS","stems","wogonoside",0,NA
"racemosa_RNAseq","leaves","acteoside",5.10886265162393,5.10886265162393
"racemosa_RNAseq","leaves","apigenin",0,0
"racemosa_RNAseq","leaves","apigeninG",0,0
"racemosa_RNAseq","leaves","baicalein",0.460678061980113,0.38696506272402
"racemosa_RNAseq","leaves","baicalin",16.9414445128108,4.35017228763729
"racemosa_RNAseq","leaves","chrysin",0.147572775150498,0.0181451209662144
"racemosa_RNAseq","leaves","chrysinG",0,0
"racemosa_RNAseq","leaves","hispidulin",0.942422394960805,0.276407599765294
"racemosa_RNAseq","leaves","hispidulinG",0,0
"racemosa_RNAseq","leaves","isoscutellarin",0,0
"racemosa_RNAseq","leaves","oroxylinA",20.4572912067596,3.66621051878751
"racemosa_RNAseq","leaves","oroxyloside",67.664198707312,18.4268267002496
"racemosa_RNAseq","leaves","scutellarein",0,0
"racemosa_RNAseq","leaves","scutellarin",2.77231220480098,0.803252529497547
"racemosa_RNAseq","leaves","wogonin",0.0333907437655952,0.0333907437655952
"racemosa_RNAseq","leaves","wogonoside",0,0
"racemosa_RNAseq","roots","acteoside",2.72181097682787,1.24417473887037
"racemosa_RNAseq","roots","apigenin",0,0
"racemosa_RNAseq","roots","apigeninG",0,0
"racemosa_RNAseq","roots","baicalein",0.107060855917864,0.0214618602353622
"racemosa_RNAseq","roots","baicalin",15.5809100483151,2.6833979630041
"racemosa_RNAseq","roots","chrysin",0,0
"racemosa_RNAseq","roots","chrysinG",0,0
"racemosa_RNAseq","roots","hispidulin",0,0
"racemosa_RNAseq","roots","hispidulinG",0,0
"racemosa_RNAseq","roots","isoscutellarin",0,0
"racemosa_RNAseq","roots","oroxylinA",0.622926349020771,0.158283562458632
"racemosa_RNAseq","roots","oroxyloside",4.6526870066636,0.885130270602665
"racemosa_RNAseq","roots","scutellarein",0,0
"racemosa_RNAseq","roots","scutellarin",0,0
"racemosa_RNAseq","roots","wogonin",2.58027346305333,0.079806724903227
"racemosa_RNAseq","roots","wogonoside",3.67872275818745,0.564605690786824
"racemosa_RNAseq","stems","acteoside",4.36251404381533,4.36251404381533
"racemosa_RNAseq","stems","apigenin",0,0
"racemosa_RNAseq","stems","apigeninG",0,0
"racemosa_RNAseq","stems","baicalein",0.322200298560003,0.291571156346189
"racemosa_RNAseq","stems","baicalin",14.1927238130104,4.76058273742851
"racemosa_RNAseq","stems","chrysin",0.0408853677422555,0.0408853677422555
"racemosa_RNAseq","stems","chrysinG",0,0
"racemosa_RNAseq","stems","hispidulin",0.369471298087056,0.0884148825083757
"racemosa_RNAseq","stems","hispidulinG",0.136895652294906,0.136895652294906
"racemosa_RNAseq","stems","isoscutellarin",0,0
"racemosa_RNAseq","stems","oroxylinA",7.23685233766716,1.55069227190253
"racemosa_RNAseq","stems","oroxyloside",34.9109880455047,9.52665369482606
"racemosa_RNAseq","stems","scutellarein",0,0
"racemosa_RNAseq","stems","scutellarin",2.16297203050958,0.756779886919481
"racemosa_RNAseq","stems","wogonin",0.623806601379001,0.0449736080271843
"racemosa_RNAseq","stems","wogonoside",1.03667544232468,0.43430308249855
"racemosa_SC","leaves","acteoside",0,NA
"racemosa_SC","leaves","apigenin",0,NA
"racemosa_SC","leaves","apigeninG",0.966900037418699,NA
"racemosa_SC","leaves","baicalein",1.36676822384418,NA
