"species","organ","metabolite","concentration_ppm","stError_ppm"
"relenorskyi","leaves","acteoside",5.03903850406325,NA
"relenorskyi","leaves","baicalin",0,NA
"relenorskyi","leaves","oroxyloside",0,NA
"relenorskyi","leaves","wogonoside",0,NA
"relenorskyi","leaves","apigenin",0.0848485068676499,NA
"relenorskyi","leaves","baicalein",0,NA
"relenorskyi","leaves","wogonin",0,NA
"relenorskyi","leaves","oroxylinA",0,NA
"relenorskyi","leaves","hispidulinG",0,NA
"relenorskyi","leaves","apigeninG",1.93075464717183,NA
"relenorskyi","leaves","isoscutellarin",0,NA
"relenorskyi","leaves","scutellarein",0,NA
"relenorskyi","leaves","chrysinG",0,NA
"relenorskyi","leaves","hispidulin",0,NA
"relenorskyi","leaves","chrysin",0,NA
"relenorskyi","leaves","scutellarin",5.92284851346854,NA
"angulosa","leaves","acteoside",0,NA
"angulosa","leaves","baicalin",90.7435117584424,NA
"angulosa","leaves","oroxyloside",0,NA
"angulosa","leaves","wogonoside",0,NA
"angulosa","leaves","apigenin",0,NA
"angulosa","leaves","baicalein",1.0036169616529,NA
"angulosa","leaves","wogonin",0,NA
"angulosa","leaves","oroxylinA",0,NA
"angulosa","leaves","hispidulinG",0,NA
"angulosa","leaves","apigeninG",3.72734575574043,NA
"angulosa","leaves","isoscutellarin",0,NA
"angulosa","leaves","scutellarein",0,NA
"angulosa","leaves","chrysinG",18.9303803481004,NA
"angulosa","leaves","hispidulin",0,NA
"angulosa","leaves","chrysin",0.54522827320799,NA
"angulosa","leaves","scutellarin",23.800209833322,NA
"paucifolia","shoots","acteoside",0,NA
"paucifolia","shoots","baicalin",10.7071947560786,NA
"paucifolia","shoots","oroxyloside",1.391193636621,NA
"paucifolia","shoots","wogonoside",13.3526299946274,NA
"paucifolia","shoots","apigenin",0,NA
"paucifolia","shoots","baicalein",0.524064149934001,NA
"paucifolia","shoots","wogonin",4.31219386712991,NA
"paucifolia","shoots","oroxylinA",0.0916292485185358,NA
"paucifolia","shoots","hispidulinG",0,NA
"paucifolia","shoots","apigeninG",0,NA
"paucifolia","shoots","isoscutellarin",0,NA
"paucifolia","shoots","scutellarein",0,NA
"paucifolia","shoots","chrysinG",0,NA
"paucifolia","shoots","hispidulin",0,NA
"paucifolia","shoots","chrysin",0,NA
"paucifolia","shoots","scutellarin",0,NA
"sumatrana","leaves","acteoside",0,NA
"sumatrana","leaves","baicalin",3.46368072711625,NA
"sumatrana","leaves","oroxyloside",0,NA
"sumatrana","leaves","wogonoside",0,NA
"sumatrana","leaves","apigenin",3.17715534847145,NA
"sumatrana","leaves","baicalein",0.390448910218962,NA
"sumatrana","leaves","wogonin",0,NA
"sumatrana","leaves","oroxylinA",0,NA
"sumatrana","leaves","hispidulinG",0,NA
"sumatrana","leaves","apigeninG",4.09731187734329,NA
"sumatrana","leaves","isoscutellarin",0,NA
"sumatrana","leaves","scutellarein",0.411300666455429,NA
"sumatrana","leaves","chrysinG",3.13585897474257,NA
"sumatrana","leaves","hispidulin",0,NA
"sumatrana","leaves","chrysin",1.88432281414228,NA
"sumatrana","leaves","scutellarin",12.3684920087661,NA
"javalambrensis","shoots","acteoside",1.71273275967365,NA
"javalambrensis","shoots","baicalin",24.0814944644707,NA
"javalambrensis","shoots","oroxyloside",2.60774043665845,NA
"javalambrensis","shoots","wogonoside",13.6617629202056,NA
"javalambrensis","shoots","apigenin",0,NA
"javalambrensis","shoots","baicalein",0.288755122910008,NA
"javalambrensis","shoots","wogonin",0.884103802558721,NA
"javalambrensis","shoots","oroxylinA",0.114608483135233,NA
"javalambrensis","shoots","hispidulinG",0,NA
"javalambrensis","shoots","apigeninG",0,NA
"javalambrensis","shoots","isoscutellarin",0,NA
"javalambrensis","shoots","scutellarein",0,NA
"javalambrensis","shoots","chrysinG",5.40033056880616,NA
"javalambrensis","shoots","hispidulin",0,NA
"javalambrensis","shoots","chrysin",0,NA
"javalambrensis","shoots","scutellarin",2.0039299694427,NA
"leptosiplonsipkon","leaves","acteoside",3.91562356861428,NA
"leptosiplonsipkon","leaves","baicalin",11.4090856503579,NA
"leptosiplonsipkon","leaves","oroxyloside",0,NA
"leptosiplonsipkon","leaves","wogonoside",1.83694489211344,NA
"leptosiplonsipkon","leaves","apigenin",0,NA
"leptosiplonsipkon","leaves","baicalein",0,NA
"leptosiplonsipkon","leaves","wogonin",0.0875867267382663,NA
"leptosiplonsipkon","leaves","oroxylinA",0.073648626752732,NA
"leptosiplonsipkon","leaves","hispidulinG",0,NA
"leptosiplonsipkon","leaves","apigeninG",0,NA
"leptosiplonsipkon","leaves","isoscutellarin",0,NA
"leptosiplonsipkon","leaves","scutellarein",0,NA
"leptosiplonsipkon","leaves","chrysinG",9.61667238967757,NA
"leptosiplonsipkon","leaves","hispidulin",0,NA
"leptosiplonsipkon","leaves","chrysin",1.68809887362518,NA
"leptosiplonsipkon","leaves","scutellarin",0.162096044514251,NA
"arenicola","leaves","acteoside",0,NA
"arenicola","leaves","baicalin",0,NA
"arenicola","leaves","oroxyloside",0,NA
"arenicola","leaves","wogonoside",0.206328126440784,NA
"arenicola","leaves","apigenin",0,NA
"arenicola","leaves","baicalein",0,NA
"arenicola","leaves","wogonin",0,NA
"arenicola","leaves","oroxylinA",0,NA
"arenicola","leaves","hispidulinG",0,NA
"arenicola","leaves","apigeninG",1.02510236205503,NA
"arenicola","leaves","isoscutellarin",0,NA
"arenicola","leaves","scutellarein",0,NA
"arenicola","leaves","chrysinG",0.597437940519319,NA
"arenicola","leaves","hispidulin",0.104101401835311,NA
"arenicola","leaves","chrysin",0,NA
"arenicola","leaves","scutellarin",0,NA
"arenicola","leaves","acteoside",1.25582589242842,NA
"arenicola","leaves","baicalin",0,NA
"arenicola","leaves","oroxyloside",0,NA
"arenicola","leaves","wogonoside",0,NA
"arenicola","leaves","apigenin",0,NA
"arenicola","leaves","baicalein",0,NA
"arenicola","leaves","wogonin",0,NA
"arenicola","leaves","oroxylinA",0,NA
"arenicola","leaves","hispidulinG",0,NA
"arenicola","leaves","apigeninG",0.62309574169483,NA
"arenicola","leaves","isoscutellarin",0,NA
"arenicola","leaves","scutellarein",0,NA
"arenicola","leaves","chrysinG",0,NA
"arenicola","leaves","hispidulin",0.436496087389236,NA
"arenicola","leaves","chrysin",0,NA
"arenicola","leaves","scutellarin",0,NA
"elliptica","leaves","acteoside",0,NA
"elliptica","leaves","baicalin",0,NA
"elliptica","leaves","oroxyloside",0.307725333637791,NA
"elliptica","leaves","wogonoside",0.262539137582032,NA
"elliptica","leaves","apigenin",0.129604589834185,NA
"elliptica","leaves","baicalein",0,NA
"elliptica","leaves","wogonin",0,NA
"elliptica","leaves","oroxylinA",0,NA
"elliptica","leaves","hispidulinG",0,NA
"elliptica","leaves","apigeninG",0.518165528241793,NA
"elliptica","leaves","isoscutellarin",0,NA
"elliptica","leaves","scutellarein",0,NA
"elliptica","leaves","chrysinG",0.452779717411625,NA
"elliptica","leaves","hispidulin",0,NA
"elliptica","leaves","chrysin",0.136342292800654,NA
"elliptica","leaves","scutellarin",0,NA
"integrifolia","leaves","acteoside",0,NA
"integrifolia","leaves","baicalin",0,NA
"integrifolia","leaves","oroxyloside",0,NA
"integrifolia","leaves","wogonoside",0.43636768236003,NA
"integrifolia","leaves","apigenin",0.149763632246003,NA
"integrifolia","leaves","baicalein",0,NA
"integrifolia","leaves","wogonin",0,NA
"integrifolia","leaves","oroxylinA",0,NA
"integrifolia","leaves","hispidulinG",0,NA
"integrifolia","leaves","apigeninG",1.01493845761539,NA
"integrifolia","leaves","isoscutellarin",0.381103579937361,NA
"integrifolia","leaves","scutellarein",0,NA
"integrifolia","leaves","chrysinG",0,NA
"integrifolia","leaves","hispidulin",1.20786147060971,NA
"integrifolia","leaves","chrysin",0,NA
"integrifolia","leaves","scutellarin",0,NA
"multiglandulosa","leaves","acteoside",0,NA
"multiglandulosa","leaves","baicalin",0,NA
"multiglandulosa","leaves","oroxyloside",0,NA
"multiglandulosa","leaves","wogonoside",0.135138566608014,NA
"multiglandulosa","leaves","apigenin",0,NA
"multiglandulosa","leaves","baicalein",0,NA
"multiglandulosa","leaves","wogonin",0,NA
"multiglandulosa","leaves","oroxylinA",0,NA
"multiglandulosa","leaves","hispidulinG",0,NA
"multiglandulosa","leaves","apigeninG",0.57121142950772,NA
"multiglandulosa","leaves","isoscutellarin",0,NA
"multiglandulosa","leaves","scutellarein",0,NA
"multiglandulosa","leaves","chrysinG",0.0377142792689848,NA
"multiglandulosa","leaves","hispidulin",0.169447890175124,NA
"multiglandulosa","leaves","chrysin",0,NA
"multiglandulosa","leaves","scutellarin",4.55278455461765,NA
"racemosa","shoots","acteoside",0,NA
"racemosa","shoots","baicalin",18.2916387116834,NA
"racemosa","shoots","oroxyloside",57.9309139266604,NA
"racemosa","shoots","wogonoside",1.89470350238149,NA
"racemosa","shoots","apigenin",0,NA
"racemosa","shoots","baicalein",0,NA
"racemosa","shoots","wogonin",0,NA
"racemosa","shoots","oroxylinA",0.377125560915967,NA
"racemosa","shoots","hispidulinG",0,NA
"racemosa","shoots","apigeninG",0,NA
"racemosa","shoots","isoscutellarin",0,NA
"racemosa","shoots","scutellarein",0,NA
"racemosa","shoots","chrysinG",0,NA
"racemosa","shoots","hispidulin",0,NA
"racemosa","shoots","chrysin",0,NA
"racemosa","shoots","scutellarin",4.05141444128097,NA
