"","species","organ","metabolite","concentration_ppm","stError_ppm"
"614","orientalis","leaves","oroxyloside",0,NA
"615","orientalis","leaves","acetoside",0,NA
"616","orientalis","shoots","apigenin",0,NA
"617","orientalis","shoots","apigeninG",0,NA
"618","orientalis","shoots","scutellarein",0.57547076832842,NA
"619","orientalis","shoots","scutellarin",0,NA
"620","orientalis","shoots","hispidulin",0,NA
"621","orientalis","shoots","hispidulinG",0,NA
"622","orientalis","shoots","chrysin",0,NA
"623","orientalis","shoots","chrysinG",1.64591534871924,NA
"624","orientalis","shoots","wogonin",3.53962125618556,NA
"625","orientalis","shoots","wogonoside",8.58665634060689,NA
"626","orientalis","shoots","baicalein",1.50129165694698,NA
"627","orientalis","shoots","baicalin",24.8115766361357,NA
"628","orientalis","shoots","oroxylinA",0.315606298645657,NA
"629","orientalis","shoots","oroxyloside",3.50282618143097,NA
"630","orientalis","shoots","acetoside",0,NA
"631","pulchella","roots","apigenin",0,NA
"632","pulchella","roots","apigeninG",0,NA
"633","pulchella","roots","scutellarein",0,NA
"634","pulchella","roots","scutellarin",0,NA
"635","pulchella","roots","hispidulin",0,NA
"636","pulchella","roots","hispidulinG",0,NA
"637","pulchella","roots","chrysin",0,NA
"638","pulchella","roots","chrysinG",1.34715280754051,NA
"639","pulchella","roots","wogonin",5.55481081607316,NA
"640","pulchella","roots","wogonoside",31.7487544264963,NA
"641","pulchella","roots","baicalein",7.60548792424892,NA
"642","pulchella","roots","baicalin",58.806609928651,NA
"643","pulchella","roots","oroxylinA",1.28377809597615,NA
"644","pulchella","roots","oroxyloside",22.4287805673911,NA
"645","pulchella","roots","acetoside",0,NA
"646","fruticosa","leaves","apigenin",6.96365817541419,NA
"647","fruticosa","leaves","apigeninG",12.0210113625522,NA
"648","fruticosa","leaves","scutellarein",0,NA
"649","fruticosa","leaves","scutellarin",0,NA
"650","fruticosa","leaves","hispidulin",1.38151145432668,NA
"651","fruticosa","leaves","hispidulinG",0,NA
"652","fruticosa","leaves","chrysin",14.8572279574206,NA
"653","fruticosa","leaves","chrysinG",26.5949411563742,NA
"654","fruticosa","leaves","wogonin",0,NA
"655","fruticosa","leaves","wogonoside",0,NA
"656","fruticosa","leaves","baicalein",0,NA
"657","fruticosa","leaves","baicalin",0,NA
"658","fruticosa","leaves","oroxylinA",0,NA
"659","fruticosa","leaves","oroxyloside",0,NA
"660","fruticosa","leaves","acetoside",8.62766765726649,NA
